"","Comment","Verdict","text","score"
"903","The Buffet at Bellagio was far from what I anticipated.",0,"the buffet at bellagio was far from what i anticipated",0
"904","And the drinks are WEAK, people!",0,"and the drinks are weak people",-1
"905","#NAME?",0,"",0
"906","Also, I feel like the chips are bought, not made in house.",0,"also i feel like the chips are bought not made in house",1
"907","After the disappointing dinner we went elsewhere for dessert.",0,"after the disappointing dinner we went elsewhere for dessert",-1
"908","The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!",1,"the chips and sals a here is amazing",1
"909","We won't be returning.",0,"we won t be returning",1
"910","This is my new fav Vegas buffet spot.",1,"this is my new fav vegas buffet spot",1
"911","I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.",0,"i seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off",1
"912","Very, very sad.",0,"very very sad",-1
"913","i felt insulted and disrespected, how could you talk and judge another human being like that?",0,"i felt insulted and disrespected how could you talk and judge another human being like that",0
"914","How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0,"how can you call yourself a steakhouse if you can t properly cook a steak i don t understand",1
"915","I'm not impressed with the concept or the food.",0,"i m not impressed with the concept or the food",1
"916","The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.",0,"the only thing i wasn t too crazy about was their guacamole as i don t like it puréed",0
"917","There is really nothing for me at postinos, hope your experience is better",0,"there is really nothing for me at postinos hope your experience is better",1
"918","I got food poisoning here at the buffet.",0,"i got food poisoning here at the buffet",0
"919","They brought a fresh batch of fries and I was thinking yay something warm but no!",0,"they brought a fresh batch of fries and i was thinking yay something warm but no",3
"920","What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,"what should have been a hilarious yummy christmas eve dinner to remember was the biggest fail of the entire trip for us",0
"921","Needless to say, I won't be going back anytime soon.",0,"needless to say i won t be going back anytime soon",0
"922","This place is disgusting!",0,"this place is disgusting",-1
"923","Every time I eat here, I see caring teamwork to a professional degree.",1,"every time i eat here i see caring teamwork to a professional degree",0
"924","The RI style calamari was a joke.",0,"the ri style calamari was a joke",-1
"925","However, there was so much garlic in the fondue, it was barely edible.",0,"however there was so much garlic in the fondue it was barely edible",0
"926","I could barely stomach the meal, but didn't complain because it was a business lunch.",0,"i could barely stomach the meal but didn t complain because it was a business lunch",-1
"927","It was so bad, I had lost the heart to finish it.",0,"it was so bad i had lost the heart to finish it",-2
"928","It also took her forever to bring us the check when we asked for it.",0,"it also took her forever to bring us the check when we asked for it",0
"929","We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!",0,"we aren t ones to make a scene at restaurants but i just don t get it definitely lost the love after this one",0
"930","Disappointing experience.",0,"disappointing experience",-1
"931","The food is about on par with Denny's, which is to say, not good at all.",0,"the food is about on par with denny s which is to say not good at all",1
"932","If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0,"if you want to wait for mediocre food and downright terrible service then this is the place for you",-3
"933","WAAAAAAyyyyyyyyyy over rated is all I am saying.",0,"waaaaaayyyyyyyyyy over rated is all i am saying",0
"934","We won't be going back.",0,"we won t be going back",1
"935","The place was fairly clean but the food simply wasn't worth it.",0,"the place was fairly clean but the food simply wasn t worth it",3
"936","This place lacked style!!",0,"this place lacked style",-1
"937","The sangria was about half of a glass wine full and was $12, ridiculous.",0,"the sangria was about half of a glass wine full and was ridiculous",-1
"938","Don't bother coming here.",0,"don t bother coming here",-1
"939","The meat was pretty dry, I had the sliced brisket and pulled pork.",0,"the meat was pretty dry i had the sliced brisket and pulled pork",1
"940","The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",0,"the building itself seems pretty neat the bathroom is pretty trippy but i wouldn t eat here again",3
"941","It was equally awful.",0,"it was equally awful",-1
"942","Probably not in a hurry to go back.",0,"probably not in a hurry to go back",0
"943","very slow at seating even with reservation.",0,"very slow at seating even with reservation",-1
"944","Not good by any stretch of the imagination.",0,"not good by any stretch of the imagination",1
"945","The cashew cream sauce was bland and the vegetables were undercooked.",0,"the cashew cream sauce was bland and the vegetables were undercooked",-1
"946","The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0,"the chipolte ranch dipping sause was tasteless seemed thin and watered down with no heat",0
"947","It was a bit too sweet, not really spicy enough, and lacked flavor.",0,"it was a bit too sweet not really spicy enough and lacked flavor",1
"948","I was VERY disappointed!!",0,"i was very disappointed",-1
"949","This place is horrible and way overpriced.",0,"this place is horrible and way overpriced",-2
"950","Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0,"maybe it s just their vegetarian fare but i ve been twice and i thought it was average at best",1
"951","It wasn't busy at all and now we know why.",0,"it wasn t busy at all and now we know why",0
"952","The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.",0,"the tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu",1
"953","The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0,"the ambiance here did not feel like a buffet setting but more of a douchey indoor garden for tea and biscuits",1
"954","Con: spotty service.",0,"con spotty service",-1
"955","The fries were not hot, and neither was my burger.",0,"the fries were not hot and neither was my burger",1
"956","But then they came back cold.",0,"but then they came back cold",-1
"957","Then our food came out, disappointment ensued.",0,"then our food came out disappointment ensued",-1
"958","The real disappointment was our waiter.",0,"the real disappointment was our waiter",-1
"959","My husband said she was very rude... did not even apologize for the bad food or anything.",0,"my husband said she was very rude did not even apologize for the bad food or anything",-2
"960","The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.",0,"the only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach",0
"961","Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0,"insults profound deuchebaggery and had to go outside for a smoke break while serving just to solidify it",-2
"962","If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?",0,"if someone orders two tacos don t you think it may be part of customer service to ask if it is combo or ala cart",0
"963","She was quite disappointed although some blame needs to be placed at her door.",0,"she was quite disappointed although some blame needs to be placed at her door",-2
"964","After all the rave reviews I couldn't wait to eat here......what a disappointment!",0,"after all the rave reviews i couldn t wait to eat here what a disappointment",-2
"965","Del Taco is pretty nasty and should be avoided if possible.",0,"del taco is pretty nasty and should be avoided if possible",0
"966","It's NOT hard to make a decent hamburger.",0,"it s not hard to make a decent hamburger",0
"967","But I don't like it.",0,"but i don t like it",1
"968","Hell no will I go back",0,"hell no will i go back",-1
"969","We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.",0,"we ve have gotten a much better service from the pizza place next door than the services we received from this restaurant",1
"970","I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0,"i don t know what the big deal is about this place but i won t be back ya all",1
"971","I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.",0,"i immediately said i wanted to talk to the manager but i did not want to talk to the guy who was doing shots of fireball behind the bar",0
"972","The ambiance isn't much better.",0,"the ambiance isn t much better",1
"973","Unfortunately, it only set us up for disapppointment with our entrees.",0,"unfortunately it only set us up for disapppointment with our entrees",-1
"974","The food wasn't good.",0,"the food wasn t good",1
"975","Your servers suck, wait, correction, our server Heimer sucked.",0,"your servers suck wait correction our server heimer sucked",-3
"976","What happened next was pretty....off putting.",0,"what happened next was pretty off putting",1
"977","too bad cause I know it's family owned, I really wanted to like this place.",0,"too bad cause i know it s family owned i really wanted to like this place",0
"978","Overpriced for what you are getting.",0,"overpriced for what you are getting",-1
"979","I vomited in the bathroom mid lunch.",0,"i vomited in the bathroom mid lunch",-1
"980","I kept looking at the time and it had soon become 35 minutes, yet still no food.",0,"i kept looking at the time and it had soon become minutes yet still no food",0
"981","I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0,"i have been to very few places to eat that under no circumstances would i ever return to and this tops the list",1
"982","We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.",0,"we started with the tuna sashimi which was brownish in color and obviously wasn t fresh",1
"983","Food was below average.",0,"food was below average",0
"984","It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.",0,"it sure does beat the nachos at the movies but i would expect a little bit more coming from a restaurant",0
"985","All in all, Ha Long Bay was a bit of a flop.",0,"all in all ha long bay was a bit of a flop",0
"986","The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).",0,"the problem i have is that they charge for a sandwich that is no bigger than a subway sub which offers better and more amount of vegetables",0
"987","Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.",0,"shrimp when i unwrapped it i live only a mile from brushfire it was literally ice cold",-1
"988","It lacked flavor, seemed undercooked, and dry.",0,"it lacked flavor seemed undercooked and dry",-1
"989","It really is impressive that the place hasn't closed down.",0,"it really is impressive that the place hasn t closed down",1
"990","I would avoid this place if you are staying in the Mirage.",0,"i would avoid this place if you are staying in the mirage",-1
"991","The refried beans that came with my meal were dried out and crusty and the food was bland.",0,"the refried beans that came with my meal were dried out and crusty and the food was bland",-1
"992","Spend your money and time some place else.",0,"spend your money and time some place else",0
"993","A lady at the table next to us found a live green caterpillar In her salad.",0,"a lady at the table next to us found a live green caterpillar in her salad",0
"994","the presentation of the food was awful.",0,"the presentation of the food was awful",-1
"995","I can't tell you how disappointed I was.",0,"i can t tell you how disappointed i was",-1
"996","I think food should have flavor and texture and both were lacking.",0,"i think food should have flavor and texture and both were lacking",-1
"997","Appetite instantly gone.",0,"appetite instantly gone",1
"998","Overall I was not impressed and would not go back.",0,"overall i was not impressed and would not go back",1
"999","The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0,"the whole experience was underwhelming and i think we ll just go to ninja sushi next time",0
"1000","Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0,"then as if i hadn t wasted enough of my life there they poured salt in the wound by drawing out the time it took to bring the check",-1
