"","Comment","Verdict","text","score"
"949","nice leather.",1,"nice leather",1
"950","I had to purchase a different case.",0,"i had to purchase a different case",0
"951","It is a joy to use.",1,"it is a joy to use",1
"952","Very much disappointed with this company.",0,"very much disappointed with this company",-1
"953","Very satisifed with that.",1,"very satisifed with that",0
"954","It didn't charge for me.",0,"it didn t charge for me",0
"955","This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!",1,"this is the phone to get for i just bought my s a and all i can say is wow",1
"956","Buttons are too small.",0,"buttons are too small",0
"957","Just reading on the specs alone makes you say WOW.",1,"just reading on the specs alone makes you say wow",1
"958","Love it.. Great armband.",1,"love it great armband",2
"959","I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.",1,"i really like this product over the motorola because it is allot clearer on the ear piece and the mic",2
"960","However, the keypads are so tinny that I sometimes reach the wrong buttons.",0,"however the keypads are so tinny that i sometimes reach the wrong buttons",-1
"961","I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.",1,"i exchanged the sony ericson z a for this and i m pretty happy with that decision",2
"962","I was very impressed with the price of the cases.",1,"i was very impressed with the price of the cases",1
"963","Also makes it easier to hold on to.",1,"also makes it easier to hold on to",1
"964","I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",1,"i use this product in a motor control center where there is a lot of high voltage humming from the equipment and it works great",1
"965","It's pretty easy.",1,"it s pretty easy",2
"966","I cannot make calls at certain places.",0,"i cannot make calls at certain places",0
"967","however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0,"however my girl was complain that some time the phone doesn t wake up like normal phone does",0
"968","Beautiful styling though.",1,"beautiful styling though",1
"969","This company charge me a restocking fee and still not given me my refund back.",0,"this company charge me a restocking fee and still not given me my refund back",1
"970","I'm trying to return it for a refund.",0,"i m trying to return it for a refund",1
"971","I plugged it in only to find out not a darn thing worked.",0,"i plugged it in only to find out not a darn thing worked",1
"972","Excellent product.",1,"excellent product",1
"973","Earbud piece breaks easily.",0,"earbud piece breaks easily",-1
"974","Lousy product.",0,"lousy product",-1
"975","This phone tries very hard to do everything but fails at it's very ability to be a phone.",0,"this phone tries very hard to do everything but fails at it s very ability to be a phone",-2
"976","It is the best charger I have seen on the market yet.",1,"it is the best charger i have seen on the market yet",1
"977","SWEETEST PHONE!!!",1,"sweetest phone",0
"978",":-)Oh, the charger seems to work fine.",1,"oh the charger seems to work fine",2
"979","It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.",1,"it fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal",2
"980","Not enough volume.",0,"not enough volume",1
"981","Echo Problem....Very unsatisfactory",0,"echo problem very unsatisfactory",-2
"982","you could only take 2 videos at a time and the quality was very poor.",0,"you could only take videos at a time and the quality was very poor",-1
"983","don't waste your money.",0,"don t waste your money",-1
"984","I am going to have to be the first to negatively review this product.",0,"i am going to have to be the first to negatively review this product",0
"985","Adapter does not provide enough charging current.",0,"adapter does not provide enough charging current",1
"986","There was so much hype over this phone that I assumed it was the best, my mistake.",0,"there was so much hype over this phone that i assumed it was the best my mistake",-1
"987","You also cannot take pictures with it in the case because the lense is covered.",0,"you also cannot take pictures with it in the case because the lense is covered",0
"988","Phone falls out easily.",0,"phone falls out easily",-1
"989","It didn't work, people can not hear me when I talk.",0,"it didn t work people can not hear me when i talk",1
"990","The text messaging feature is really tricky to use.",0,"the text messaging feature is really tricky to use",-1
"991","I'm really disappointed all I have now is a charger that doesn't work.",0,"i m really disappointed all i have now is a charger that doesn t work",0
"992","Painful on the ear.",0,"painful on the ear",-1
"993","Lasted one day and then blew up.",0,"lasted one day and then blew up",0
"994","disappointed.",0,"disappointed",-1
"995","Kind of flops around.",0,"kind of flops around",0
"996","The screen does get smudged easily because it touches your ear and face.",0,"the screen does get smudged easily because it touches your ear and face",-1
"997","What a piece of junk.. I lose more calls on this phone.",0,"what a piece of junk i lose more calls on this phone",-2
"998","Item Does Not Match Picture.",0,"item does not match picture",0
"999","The only thing that disappoint me is the infra red port (irda).",0,"the only thing that disappoint me is the infra red port irda",-1
"1000","You can not answer calls with the unit, never worked once!",0,"you can not answer calls with the unit never worked once",1
